0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019737,0.032895,0.065789,0.059211,0.026316,0,0.0065789,0.019737,0.0065789,0.019737,0.039474,0.032895,0.046053,0.078947,0.11184,0.092105,0.065789,0.039474,0.032895,0,0,0.026316,0.072368,0.046053,0,0.0065789,0.013158,0.013158,0.026316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987,0.025974,0.045455,0.032468,0,0,0,0,0,0.012987,0.045455,0.051948,0.058442,0.084416,0.1039,0.084416,0.032468,0.071429,0.012987,0,0,0.032468,0.077922,0.077922,0.012987,0.025974,0.038961,0.038961,0.019481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018634,0.055901,0.068323,0.074534,0.037267,0.012422,0.024845,0.0062112,0.018634,0.012422,0.049689,0.031056,0.055901,0.11801,0.080745,0.055901,0.049689,0.068323,0.012422,0,0.0062112,0.031056,0.049689,0.0062112,0.0062112,0.0062112,0.012422,0.018634,0.012422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333,0.033333,0.02,0,0,0,0,0,0.02,0.053333,0.026667,0.08,0.10667,0.073333,0.04,0.053333,0.06,0.02,0,0,0.04,0.086667,0.08,0.033333,0.033333,0.033333,0.026667,0.046667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018634,0.055901,0.068323,0.074534,0.037267,0.012422,0.024845,0.0062112,0.018634,0.012422,0.049689,0.037267,0.062112,0.11801,0.080745,0.055901,0.049689,0.068323,0.012422,0,0.0062112,0.024845,0.043478,0.0062112,0.0062112,0.0062112,0.012422,0.018634,0.012422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020134,0.040268,0.026846,0.020134,0,0,0,0,0,0.020134,0.040268,0.033557,0.087248,0.12081,0.060403,0.053691,0.060403,0.060403,0.033557,0,0,0.04698,0.10067,0.04698,0.020134,0.020134,0.033557,0.026846,0.026846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022857,0.074286,0.074286,0.097143,0.011429,0.04,0.0057143,0.022857,0.017143,0.017143,0.034286,0.057143,0.051429,0.10286,0.10286,0.034286,0.068571,0.034286,0.045714,0,0.011429,0.011429,0.011429,0.0057143,0.0057143,0.011429,0.011429,0.011429,0.0057143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026667,0.04,0.04,0.0066667,0,0,0,0,0,0.013333,0.033333,0.053333,0.086667,0.10667,0.06,0.066667,0.053333,0.053333,0.04,0,0.0066667,0.053333,0.10667,0.026667,0.02,0.026667,0.026667,0.026667,0.026667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012579,0.056604,0.069182,0.062893,0.050314,0.018868,0.0062893,0.037736,0.0062893,0.012579,0,0.037736,0.075472,0.11321,0.08805,0.044025,0.075472,0.037736,0.069182,0.025157,0,0.018868,0.025157,0.012579,0,0,0.0062893,0.012579,0.0062893,0.018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017045,0.028409,0.039773,0.022727,0,0,0,0.011364,0.0056818,0.017045,0.051136,0.0625,0.073864,0.10795,0.068182,0.051136,0.034091,0.028409,0.017045,0,0.017045,0.056818,0.056818,0.051136,0.028409,0.028409,0.045455,0.034091,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.05,0.075,0.08125,0.01875,0.01875,0.0125,0.03125,0.00625,0.01875,0,0.05,0.0625,0.10625,0.0875,0.0375,0.06875,0.04375,0.0625,0.01875,0,0.025,0.0375,0.0125,0.00625,0,0.0125,0.0125,0.0125,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054945,0.054945,0.043956,0.043956,0,0,0,0.027473,0.021978,0.016484,0.049451,0.054945,0.082418,0.093407,0.065934,0.043956,0.038462,0.032967,0.016484,0,0.016484,0.054945,0.038462,0.038462,0.038462,0.021978,0.049451,0.049451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067568,0,0,0,0,0,0,0,0,0.013514,0.060811,0.081081,0.12162,0.033784,0.040541,0.033784,0.040541,0.040541,0.013514,0,0.013514,0.081081,0.14189,0.040541,0.033784,0.054054,0.040541,0.047297,0.033784,0,0.02027,0.0067568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0,0.041667,0.083333,0.0625,0.083333,0.10417,0.14583,0.083333,0.10417,0.10417,0.14583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152,0.040609,0.040609,0.055838,0.0050761,0.0050761,0.020305,0.040609,0.025381,0.010152,0.045685,0.040609,0.12183,0.1066,0.071066,0.045685,0.025381,0.045685,0.015228,0,0.025381,0.030457,0.025381,0.030457,0.030457,0.025381,0.020305,0.035533,0.0050761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067568,0.02027,0.047297,0.02027,0,0,0,0,0,0,0.013514,0.040541,0.060811,0.14189,0.047297,0.060811,0.047297,0.047297,0.067568,0.02027,0,0.027027,0.087838,0.087838,0.02027,0.02027,0.033784,0.033784,0.027027,0.02027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066667,0.022222,0.044444,0.066667,0.088889,0.088889,0.11111,0.15556,0.088889,0.11111,0.044444,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049751,0,0.0099502,0.034826,0.074627,0.044776,0.054726,0.0049751,0.034826,0.064677,0,0.014925,0.034826,0.049751,0.089552,0.089552,0.059701,0.069652,0.049751,0.029851,0.024876,0,0.024876,0.0199,0.029851,0.024876,0.0199,0.0199,0.0099502,0.0099502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
