0.26011,-0.11481,0.27081
0.26155,-0.11591,0.27168
0.26076,-0.11761,0.26894
0.26089,-0.11743,0.27189
0.26222,-0.11838,0.27115
0.25778,-0.1169,0.27438
0.26116,-0.12025,0.26743
0.25857,-0.1153,0.27153
0.25751,-0.11841,0.27495
0.25916,-0.11963,0.27034
0.25594,-0.11941,0.27511
0.26153,-0.12124,0.26753
0.25584,-0.11859,0.27319
0.27536,-0.13172,0.23603
0.25811,-0.11959,0.26495
0.25701,-0.11493,0.27249
0.27697,-0.13175,0.23647
0.2601,-0.12215,0.2649
0.2579,-0.11998,0.27113
0.25369,-0.11729,0.27487
0.27597,-0.13521,0.23606
0.26053,-0.12314,0.26475
0.25788,-0.12058,0.27052
0.25585,-0.1193,0.27555
0.27577,-0.13211,0.23688
0.26096,-0.12482,0.26379
0.25696,-0.12291,0.2676
0.25373,-0.12207,0.27315
0.27429,-0.13231,0.23636
0.27306,-0.13619,0.23826
0.25775,-0.12545,0.26593
0.25497,-0.12278,0.27138
0.25449,-0.12018,0.27556
0.27234,-0.13411,0.2369
0.26159,-0.11613,0.26158
0.25829,-0.12608,0.26371
0.25664,-0.12592,0.26659
0.25271,-0.11938,0.27526
0.27349,-0.13427,0.23453
0.25812,-0.11253,0.26383
0.2604,-0.11803,0.26227
0.26017,-0.12719,0.26172
0.25708,-0.12579,0.2647
0.2539,-0.11609,0.27264
0.25349,-0.11974,0.272
0.27247,-0.13542,0.23408
0.26082,-0.12707,0.26006
0.25815,-0.11806,0.26254
0.25984,-0.12893,0.26143
0.25863,-0.12838,0.26239
0.25801,-0.12806,0.26368
0.25426,-0.1238,0.26994
0.25013,-0.11809,0.27485
0.27177,-0.13908,0.23624
0.25772,-0.11914,0.26247
0.2564,-0.11938,0.26189
0.25632,-0.11494,0.26413
0.25613,-0.11749,0.26426
0.2594,-0.13121,0.25989
0.25773,-0.12678,0.26487
0.25447,-0.12373,0.27005
0.24937,-0.1186,0.2737
0.27019,-0.1385,0.23671
0.25771,-0.1233,0.26
0.25562,-0.11049,0.26727
0.25775,-0.11688,0.26457
0.26138,-0.13285,0.2585
0.25904,-0.13087,0.26268
0.25767,-0.12675,0.26553
0.2525,-0.12041,0.2705
0.25205,-0.11695,0.27404
0.27004,-0.13501,0.23796
0.26014,-0.13379,0.25445
0.25923,-0.1319,0.25497
0.25408,-0.1111,0.26711
0.25847,-0.11738,0.2633
0.25879,-0.13267,0.26021
0.25648,-0.12983,0.26232
