-0.042733,-0.1266,-0.12605
-0.041766,-0.12612,-0.12776
-0.039394,-0.12736,-0.1258
-0.040545,-0.12508,-0.1273
-0.039192,-0.12591,-0.12814
-0.042395,-0.12188,-0.12571
-0.036367,-0.12776,-0.12549
-0.042768,-0.12516,-0.12505
-0.041237,-0.12072,-0.12577
-0.038263,-0.12475,-0.12508
-0.04062,-0.11953,-0.12448
-0.035426,-0.12747,-0.12588
-0.040736,-0.12136,-0.12347
-0.012693,-0.15523,-0.12348
-0.036623,-0.12868,-0.12163
-0.043693,-0.12382,-0.12411
-0.012553,-0.15557,-0.1251
-0.033916,-0.12863,-0.1234
-0.038416,-0.12342,-0.12435
-0.042866,-0.11953,-0.12234
-0.0093796,-0.15415,-0.1241
-0.032871,-0.12857,-0.12373
-0.037656,-0.12367,-0.12406
-0.040886,-0.11917,-0.1246
-0.012553,-0.15457,-0.12425
-0.030925,-0.12891,-0.12369
-0.034644,-0.12476,-0.12192
-0.037853,-0.11914,-0.12166
-0.012438,-0.15427,-0.12271
-0.0096963,-0.15071,-0.12258
-0.031597,-0.12551,-0.12187
-0.036382,-0.12086,-0.12193
-0.040298,-0.11823,-0.12342
-0.011276,-0.15228,-0.12126
-0.038108,-0.13427,-0.12305
-0.030164,-0.12732,-0.12132
-0.031568,-0.12431,-0.12122
-0.041229,-0.11799,-0.1217
-0.010125,-0.15466,-0.12117
-0.042778,-0.13227,-0.12098
-0.036773,-0.13246,-0.12236
-0.028147,-0.12934,-0.12206
-0.030973,-0.12609,-0.12071
-0.043185,-0.12189,-0.12146
-0.039656,-0.12085,-0.12086
-0.0090724,-0.15414,-0.12008
-0.02759,-0.13102,-0.12185
-0.037208,-0.13124,-0.1205
-0.026501,-0.12877,-0.12167
-0.027533,-0.12767,-0.12104
-0.028367,-0.12646,-0.12109
-0.035067,-0.12133,-0.12065
-0.042698,-0.11768,-0.1192
-0.0065414,-0.1507,-0.12054
-0.036259,-0.1307,-0.12011
-0.036055,-0.1305,-0.11868
-0.04094,-0.13032,-0.11958
-0.038651,-0.12916,-0.11952
-0.023932,-0.12897,-0.1206
-0.030005,-0.12586,-0.12138
-0.035136,-0.12136,-0.12089
-0.041957,-0.11808,-0.11801
-0.0074968,-0.14984,-0.11936
-0.031567,-0.13113,-0.11901
-0.04625,-0.12914,-0.12035
-0.039059,-0.12986,-0.12108
-0.021612,-0.13035,-0.12172
-0.025254,-0.12667,-0.12158
-0.03027,-0.12531,-0.12163
-0.03868,-0.12138,-0.11929
-0.043169,-0.11961,-0.1205
-0.011179,-0.15007,-0.11975
-0.019562,-0.13275,-0.11874
-0.021641,-0.13264,-0.11815
-0.045875,-0.12836,-0.11893
-0.038047,-0.13102,-0.12112
-0.022792,-0.12789,-0.12024
-0.026511,-0.12623,-0.11914
-0.043028,-0.12359,-0.11922
-0.039962,-0.12014,-0.11993
-0.0096641,-0.15256,-0.11786
-0.019229,-0.13257,-0.11927
-0.017277,-0.12997,-0.12015
-0.044522,-0.12971,-0.11898
-0.015173,-0.13101,-0.11803
-0.049545,-0.12972,-0.11757
-0.025345,-0.12598,-0.11939
-0.029613,-0.1242,-0.11784
-0.040118,-0.12015,-0.11953
-0.0065557,-0.15357,-0.11961
-0.0068616,-0.14881,-0.11922
-0.025888,-0.13175,-0.11887
-0.017938,-0.13016,-0.1188
-0.038967,-0.12777,-0.11901
-0.03711,-0.12864,-0.11915
-0.024049,-0.12595,-0.11948
-0.028448,-0.12453,-0.11862
-0.036807,-0.12142,-0.11818
-0.040889,-0.11794,-0.11967
-0.0033765,-0.14946,-0.11739
-0.0032902,-0.14906,-0.11656
-0.01541,-0.13217,-0.11725
-0.016218,-0.12899,-0.1176
-0.041757,-0.12928,-0.11777
-0.03721,-0.12808,-0.11874
-0.024912,-0.12508,-0.11842
-0.028849,-0.12517,-0.11722
-0.042458,-0.1207,-0.11697
-0.04531,-0.11828,-0.11747
-0.0037015,-0.14827,-0.11596
-0.024114,-0.1335,-0.11736
-0.016147,-0.13067,-0.11847
-0.032335,-0.12826,-0.11715
-0.04111,-0.12797,-0.11615
-0.050207,-0.12754,-0.12083
-0.027123,-0.12444,-0.1166
-0.030641,-0.12466,-0.11774
-0.038643,-0.11985,-0.11624
-0.041055,-0.11688,-0.11699
-0.0056913,-0.14969,-0.11822
-0.023953,-0.13177,-0.11663
-0.015682,-0.1306,-0.11545
-0.043874,-0.12823,-0.11554
-0.039275,-0.12694,-0.11666
-0.047561,-0.12615,-0.11908
-0.022914,-0.12445,-0.11736
-0.045103,-0.12413,-0.11712
-0.038179,-0.12015,-0.11736
-0.0042739,-0.15239,-0.11478
-0.0042083,-0.14743,-0.11601
-0.025881,-0.13149,-0.11583
-0.030947,-0.12986,-0.11631
-0.045815,-0.12533,-0.11753
-0.046415,-0.12673,-0.11676
-0.014344,-0.12589,-0.11489
-0.023001,-0.12322,-0.11614
-0.043577,-0.12255,-0.11754
-0.0367,-0.12362,-0.11682
-0.039707,-0.11818,-0.11713
-0.0065049,-0.14905,-0.11673
-0.020617,-0.13562,-0.11655
-0.023106,-0.13295,-0.11408
-0.027124,-0.13008,-0.11565
-0.032889,-0.12607,-0.11535
-0.041761,-0.12714,-0.11453
-0.035786,-0.12547,-0.11696
-0.03437,-0.12508,-0.11695
-0.035731,-0.12559,-0.11429
-0.025752,-0.12501,-0.11426
-0.033,-0.12587,-0.11639
-0.036769,-0.12418,-0.11506
-0.040294,-0.12116,-0.11747
-0.04262,-0.11991,-0.11677
-0.0034072,-0.14904,-0.11713
-0.018517,-0.13255,-0.11513
-0.012487,-0.12994,-0.11568
-0.014797,-0.12758,-0.11584
-0.040209,-0.12595,-0.11423
-0.040002,-0.12581,-0.11637
-0.031064,-0.12439,-0.11525
-0.023242,-0.12395,-0.11397
-0.04596,-0.12319,-0.11581
-0.041415,-0.11957,-0.11591
-0.04473,-0.12002,-0.11423
-0.00633,-0.14738,-0.11385
-0.01758,-0.13602,-0.11378
-0.027743,-0.13132,-0.11425
-0.02998,-0.13022,-0.11325
-0.03044,-0.12568,-0.11579
-0.027944,-0.1264,-0.11411
-0.014722,-0.12417,-0.1146
-0.023281,-0.12406,-0.11751
-0.018741,-0.12218,-0.11625
-0.04635,-0.12186,-0.11566
-0.041027,-0.12209,-0.11284
-0.0048469,-0.14858,-0.11427
-0.0053911,-0.14695,-0.11332
-0.014094,-0.13401,-0.11545
-0.026799,-0.12886,-0.1144
-0.030659,-0.12701,-0.1162
-0.027862,-0.12452,-0.11562
-0.044894,-0.12225,-0.11312
-0.015361,-0.12363,-0.11407
